Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,City/Town,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_Type,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status
4510,Female,53,Single,1,High School,Employed,Freelancer,Rent,Urban,67114,2984,530,1,35018,4712,0,25532,193,Personal,5.0,Secured,No,4,22,0.08,0
4511,Female,36,Married,0,Graduate,Employed,Salaried,Rent,Urban,51214,4967,813,1,6787,10536,0,20000,14,Home,7.57,Secured,No,2,6,0.52,0
4512,Male,32,Married,1,Graduate,Employed,Freelancer,Own,Urban,125347,1009,827,2,14251,12331,1,35034,27,Home,11.22,Secured,Yes,8,24,0.42,0
4513,Female,40,Divorced,3,Graduate,Unemployed,Professional,Own,Urban,132899,4736,826,2,8798,663,0,32493,107,Home,9.77,Unsecured,No,0,9,0.68,1
4514,Male,35,Single,3,High School,Self-Employed,Salaried,Own,Suburban,79752,579,745,1,31770,14111,1,20148,231,Home,4.56,Secured,No,7,29,0.97,1
4515,Female,28,Single,1,High School,Unemployed,Freelancer,Own,Rural,134538,3321,790,2,48971,28135,0,37289,211,Home,6.64,Unsecured,Yes,8,7,0.87,1
4516,Female,45,Single,0,Graduate,Employed,Professional,Rent,Suburban,85587,3698,727,0,29963,7980,0,20676,146,Personal,8.2,Secured,No,5,13,0.4,0
4517,Female,39,Married,3,Graduate,Self-Employed,Salaried,Other,Suburban,57451,2450,797,0,37996,19620,1,20000,223,Education,6.04,Secured,No,7,13,0.66,1
4518,Female,61,Married,2,High School,Employed,Business,Own,Urban,32522,3898,389,2,32309,16316,0,5553,148,Vehicle,7.31,Unsecured,No,8,9,0.04,0
4519,Female,47,Single,2,Graduate,Self-Employed,Freelancer,Rent,Urban,86935,1955,828,0,21416,20067,0,22990,60,Personal,9.28,Unsecured,No,6,28,0.68,1
4520,Male,26,Married,1,Postgraduate,Employed,Freelancer,Rent,Suburban,133385,4614,803,0,40414,13363,0,38271,112,Home,11.21,Secured,Yes,0,25,0.04,1
4521,Male,40,Married,2,High School,Employed,Business,Own,Urban,42457,2928,405,0,45367,12262,1,12249,70,Education,12.07,Unsecured,Yes,3,22,0.74,1
4522,Female,30,Married,0,High School,Employed,Salaried,Own,Urban,56799,4711,730,0,35786,18916,1,20000,91,Education,4.4,Unsecured,Yes,0,16,0.04,1
4523,Male,46,Married,2,Graduate,Self-Employed,Business,Own,Urban,20544,1949,352,1,27802,2528,0,5132,236,Personal,4.92,Unsecured,Yes,1,21,0.94,0
4524,Male,42,Married,1,High School,Employed,Business,Rent,Suburban,60681,1056,783,2,30483,6549,0,20000,138,Home,11.38,Secured,No,2,28,0.24,1
4525,Female,41,Single,0,High School,Employed,Business,Own,Urban,51777,1352,527,1,803,8058,0,12148,108,Home,6.95,Secured,Yes,3,15,0.52,0
4526,Female,46,Single,1,High School,Self-Employed,Business,Own,Suburban,134612,2016,741,2,46704,17847,1,28643,93,Home,9.93,Secured,No,3,13,0.08,1
4527,Female,29,Single,3,Graduate,Employed,Professional,Rent,Rural,56752,4723,555,1,29871,4668,0,7422,145,Education,5.38,Unsecured,No,8,9,0.28,0
4528,Male,33,Married,0,High School,Employed,Professional,Own,Urban,23550,4847,352,1,9847,21493,0,8496,34,Vehicle,9.39,Secured,No,8,16,0.06,0
4529,Female,25,Married,2,Graduate,Unemployed,Freelancer,Own,Urban,144210,3145,817,2,19716,14956,0,24641,20,Education,8.15,Secured,Yes,8,26,0.78,1
4530,Male,43,Married,2,High School,Employed,Salaried,Other,Urban,120647,3314,740,2,43027,23922,0,25626,59,Vehicle,8.46,Unsecured,No,4,15,0.79,1
4531,Male,28,Married,1,Postgraduate,Unemployed,Professional,Own,Urban,53317,4249,716,2,3215,17028,0,20000,174,Vehicle,4.44,Unsecured,No,4,7,0.64,1
4532,Female,34,Single,2,High School,Self-Employed,Professional,Own,Rural,134041,3449,799,1,7291,4811,1,28433,172,Personal,11.31,Secured,No,9,25,0.48,0
4533,Male,34,Married,0,High School,Unemployed,Professional,Own,Urban,90524,2152,757,2,33231,23099,0,27091,92,Education,14.4,Unsecured,No,1,23,0.02,1
4534,Male,48,Single,3,High School,Self-Employed,Salaried,Rent,Urban,116445,4789,812,0,13397,14076,0,29444,183,Education,7.53,Unsecured,Yes,2,29,0.1,1
4535,Female,31,Single,2,High School,Employed,Professional,Own,Urban,85337,4475,743,1,7545,9398,0,24245,80,Home,10.71,Secured,No,1,24,0.39,1
4536,Female,30,Divorced,3,Graduate,Self-Employed,Professional,Own,Urban,129069,3178,720,1,45328,5600,0,30560,220,Education,7.8,Secured,Yes,1,29,0.62,1
4537,Female,46,Married,1,Postgraduate,Employed,Business,Rent,Urban,129881,510,738,1,6346,20817,0,26213,216,Vehicle,7.0,Secured,No,5,6,0.39,1
4538,Male,36,Married,0,Graduate,Self-Employed,Freelancer,Own,Urban,80550,1890,803,2,34992,22018,0,22332,110,Home,6.66,Secured,No,5,27,0.12,1
4539,Female,34,Married,0,Graduate,Self-Employed,Freelancer,Own,Urban,81902,2971,828,0,46378,1265,0,22802,38,Personal,12.9,Secured,No,1,8,0.83,1
4540,Female,49,Divorced,3,Postgraduate,Employed,Professional,Rent,Rural,73334,3222,719,1,1792,22308,0,20658,197,Home,14.26,Secured,No,1,5,0.42,1
4541,Male,36,Single,1,Graduate,Unemployed,Salaried,Rent,Urban,69035,842,736,2,45485,29102,0,20013,206,Home,5.74,Unsecured,No,3,10,0.57,1
4542,Male,37,Divorced,2,Postgraduate,Self-Employed,Salaried,Other,Urban,141066,3937,838,0,33078,5868,0,30305,93,Home,5.03,Secured,Yes,3,12,0.75,0
4543,Female,39,Married,1,Graduate,Self-Employed,Professional,Rent,Urban,124999,1357,849,1,16263,22916,0,26857,24,Home,13.82,Secured,Yes,0,28,0.41,0
4544,Male,45,Married,0,High School,Employed,Salaried,Own,Urban,149528,3778,767,2,48399,28530,0,22574,36,Education,14.86,Secured,Yes,6,11,0.1,1
4545,Female,37,Single,0,Graduate,Unemployed,Salaried,Rent,Suburban,146413,4182,753,1,44559,17010,0,30282,100,Home,10.96,Unsecured,Yes,2,5,0.15,1
4546,Male,68,Married,0,Graduate,Self-Employed,Salaried,Rent,Suburban,31562,4493,587,0,37779,27828,0,11140,156,Home,8.35,Unsecured,No,4,24,0.73,0
4547,Male,40,Divorced,1,High School,Self-Employed,Professional,Own,Urban,95761,3346,790,2,33780,4789,0,26391,100,Education,4.71,Secured,No,2,10,0.49,0
4548,Male,35,Married,3,High School,Employed,Business,Own,Urban,95915,1635,821,1,37422,6947,1,25279,175,Home,7.15,Unsecured,No,5,25,0.5,1
4549,Female,25,Single,1,High School,Self-Employed,Business,Own,Suburban,135769,3475,809,2,21132,9224,0,37472,124,Personal,4.06,Unsecured,No,4,19,0.96,1
4550,Male,35,Married,3,High School,Unemployed,Salaried,Own,Urban,27652,1012,515,2,33275,1298,0,10046,168,Vehicle,7.16,Secured,Yes,7,17,0.79,1
4551,Male,56,Married,1,Graduate,Self-Employed,Business,Other,Rural,22725,4464,525,0,31257,6999,0,5242,116,Home,5.96,Secured,Yes,0,24,0.44,0
4552,Male,36,Single,1,Graduate,Self-Employed,Freelancer,Own,Rural,104491,1483,751,2,29132,17018,0,22557,57,Education,7.07,Secured,No,4,19,0.44,1
4553,Female,42,Single,2,Graduate,Self-Employed,Salaried,Own,Urban,83641,518,768,1,15922,19191,0,22050,67,Home,6.86,Secured,No,6,21,0.11,1
4554,Male,61,Single,2,High School,Unemployed,Professional,Own,Rural,54662,2576,363,1,48337,26249,0,5980,13,Personal,7.25,Unsecured,Yes,8,29,0.24,0
4555,Female,33,Married,0,Graduate,Self-Employed,Professional,Own,Urban,123051,3415,806,0,6123,24152,0,32968,29,Vehicle,8.12,Unsecured,Yes,7,10,0.09,1
4556,Female,41,Single,0,High School,Employed,Salaried,Own,Suburban,71044,3696,808,0,48146,28918,0,20007,134,Personal,10.13,Unsecured,No,0,10,0.72,1
4557,Female,28,Married,2,Graduate,Employed,Business,Rent,Urban,116242,2551,825,1,18580,23431,0,21227,239,Home,12.71,Secured,Yes,6,24,0.17,1
4558,Female,48,Married,1,High School,Self-Employed,Salaried,Own,Suburban,119701,4578,727,1,8284,21529,0,27047,76,Education,10.32,Secured,Yes,9,28,0.66,1
4559,Female,44,Married,0,Postgraduate,Self-Employed,Professional,Own,Rural,45773,4664,480,0,572,7386,0,10682,182,Home,3.67,Secured,No,0,16,0.17,0
4560,Male,45,Married,3,Graduate,Self-Employed,Business,Own,Urban,32420,717,593,0,32690,13057,0,10833,179,Home,4.79,Unsecured,No,0,14,0.82,0
4561,Male,41,Married,2,High School,Unemployed,Freelancer,Other,Urban,28508,1739,367,0,49849,23185,0,7412,63,Education,14.6,Unsecured,Yes,3,28,0.94,0
4562,Female,28,Married,0,High School,Unemployed,Business,Own,Urban,85056,4485,741,1,40924,10088,0,22602,141,Education,8.58,Unsecured,No,0,6,0.85,1
4563,Female,45,Married,3,High School,Employed,Salaried,Rent,Suburban,59257,3008,586,1,6697,12108,0,13093,95,Personal,14.68,Secured,Yes,6,18,0.81,0
4564,Male,44,Single,2,Postgraduate,Employed,Professional,Own,Urban,106307,3860,768,1,28931,26211,0,21109,77,Home,5.02,Secured,No,4,17,0.14,1
4565,Male,44,Single,1,Postgraduate,Self-Employed,Freelancer,Rent,Urban,76494,3800,837,2,46891,26625,0,20751,44,Home,14.19,Secured,Yes,4,8,0.07,1
4566,Female,46,Married,1,High School,Employed,Professional,Rent,Urban,33970,2058,576,0,31330,21719,0,11658,211,Vehicle,3.95,Unsecured,Yes,1,28,0.4,0
4567,Female,25,Married,2,High School,Employed,Salaried,Own,Urban,111692,2559,810,0,29985,11879,0,28007,146,Education,4.31,Unsecured,Yes,3,12,0.67,1
4568,Female,27,Divorced,1,High School,Employed,Business,Rent,Suburban,140223,2716,825,1,11962,7401,0,34890,86,Home,5.16,Secured,Yes,0,13,0.57,1
4569,Female,43,Single,0,High School,Self-Employed,Business,Own,Urban,70912,971,787,0,30478,17650,0,20136,235,Vehicle,10.61,Secured,Yes,9,15,0.22,1
4570,Male,38,Single,0,Graduate,Self-Employed,Salaried,Rent,Rural,52139,4164,353,0,44323,27728,0,13219,113,Education,9.52,Unsecured,Yes,7,9,0.28,0
4571,Female,32,Divorced,2,Postgraduate,Self-Employed,Professional,Own,Urban,67473,2831,827,2,35055,28412,1,20188,19,Home,4.28,Secured,Yes,6,7,0.88,1
4572,Female,45,Single,2,High School,Self-Employed,Professional,Own,Suburban,77641,1353,728,0,7824,21312,0,20316,73,Education,4.15,Unsecured,Yes,9,6,0.2,0
4573,Female,44,Married,0,Graduate,Employed,Salaried,Rent,Urban,122222,3037,727,1,44767,13885,0,32011,152,Home,8.01,Secured,No,3,17,0.53,1
4574,Male,50,Married,2,Graduate,Unemployed,Business,Own,Urban,34821,2472,510,0,21176,8713,0,12648,116,Home,5.26,Secured,No,2,28,0.28,0
4575,Female,55,Married,2,High School,Employed,Business,Own,Suburban,40898,2595,305,0,21441,16674,0,15597,75,Vehicle,7.57,Secured,Yes,1,10,0.98,1
4576,Female,33,Married,2,High School,Self-Employed,Salaried,Rent,Urban,101019,3742,801,2,3736,20753,0,23458,219,Home,7.53,Unsecured,Yes,6,6,0.52,1
4577,Male,42,Married,2,High School,Unemployed,Business,Rent,Urban,109346,4072,833,2,24618,7000,0,31769,150,Personal,11.82,Secured,Yes,8,22,0.41,1
4578,Female,33,Married,1,Graduate,Unemployed,Business,Own,Suburban,111909,2521,741,2,23735,29320,0,25586,226,Vehicle,3.51,Unsecured,Yes,5,25,0.95,1
4579,Female,40,Single,2,Graduate,Employed,Salaried,Own,Urban,66005,3086,372,1,19193,8755,0,8406,56,Home,9.13,Secured,No,0,18,0.68,1
4580,Male,47,Married,0,High School,Employed,Freelancer,Own,Urban,119938,4843,789,0,34725,24458,1,23425,167,Personal,11.34,Secured,No,2,16,0.41,1
4581,Female,69,Single,1,High School,Self-Employed,Professional,Rent,Urban,40205,4395,457,1,19093,28362,0,8634,17,Education,13.68,Secured,Yes,2,21,0.1,0
4582,Female,34,Married,0,Graduate,Employed,Business,Rent,Suburban,85186,3749,839,1,49898,1721,0,20039,49,Home,7.4,Secured,No,7,19,0.76,1
4583,Male,33,Married,1,High School,Self-Employed,Freelancer,Other,Urban,29569,2165,544,1,8008,3216,0,7500,106,Vehicle,12.31,Secured,Yes,6,24,0.37,0
4584,Female,38,Divorced,3,Graduate,Employed,Business,Rent,Urban,52187,2320,586,1,17029,10471,0,8640,239,Personal,12.16,Unsecured,Yes,2,20,0.74,0
4585,Female,36,Married,3,Graduate,Self-Employed,Business,Rent,Urban,125563,4824,847,0,9259,9294,1,27540,41,Personal,10.91,Unsecured,Yes,2,14,0.38,1
4586,Female,23,Single,3,Graduate,Employed,Professional,Own,Urban,55352,2448,406,1,31371,13049,0,22051,28,Home,10.63,Unsecured,No,0,8,0.37,1
4587,Female,38,Single,1,High School,Employed,Professional,Other,Urban,116937,2727,737,0,19281,23312,0,21210,86,Personal,10.75,Secured,Yes,6,10,0.39,0
4588,Male,46,Married,3,Graduate,Employed,Professional,Rent,Suburban,102456,2033,810,2,40632,11235,1,20761,141,Home,5.01,Secured,No,2,11,0.07,1
4589,Female,32,Married,2,Graduate,Employed,Salaried,Rent,Suburban,148127,781,790,0,49687,9251,0,43005,66,Vehicle,11.51,Secured,Yes,5,26,0.28,1
4590,Male,64,Married,3,Graduate,Self-Employed,Salaried,Own,Suburban,47403,1615,330,1,3908,4566,0,8730,14,Home,12.59,Secured,Yes,4,29,0.18,0
4591,Female,34,Married,1,High School,Self-Employed,Business,Own,Urban,51191,2056,730,1,32452,4938,1,20000,204,Education,4.75,Secured,No,7,8,0.65,0
4592,Female,29,Married,3,Graduate,Unemployed,Freelancer,Own,Urban,78356,1884,785,0,30602,3931,0,20495,186,Personal,4.53,Unsecured,Yes,0,24,0.07,1
4593,Female,44,Single,0,Graduate,Self-Employed,Freelancer,Own,Urban,75658,3874,780,2,20667,12841,0,21811,213,Vehicle,11.0,Secured,No,1,20,0.75,0
4594,Female,40,Single,1,Graduate,Unemployed,Salaried,Own,Urban,55649,3716,830,1,48618,4860,0,20000,216,Vehicle,9.48,Secured,Yes,5,13,0.14,1
4595,Female,48,Married,2,High School,Employed,Salaried,Own,Urban,133689,4725,795,2,30809,9619,0,31979,83,Home,9.69,Unsecured,No,9,14,0.46,1
4596,Male,32,Single,1,Graduate,Unemployed,Salaried,Own,Rural,86688,3685,741,1,30054,25795,0,20100,185,Education,14.08,Unsecured,No,8,6,0.8,1
4597,Female,28,Single,2,High School,Self-Employed,Professional,Own,Urban,52651,2926,509,2,36614,9269,0,5936,156,Home,6.57,Secured,Yes,4,28,0.74,0
4598,Female,27,Married,2,High School,Employed,Business,Own,Urban,139778,1116,825,1,15595,25012,0,31574,229,Home,6.36,Unsecured,Yes,1,6,0.34,1
4599,Male,26,Single,1,Graduate,Employed,Salaried,Own,Urban,122782,4268,837,0,39522,25977,0,33213,197,Personal,4.24,Unsecured,No,0,20,0.44,1
4600,Male,25,Married,1,Graduate,Self-Employed,Salaried,Other,Suburban,141872,2178,729,2,19018,4448,1,23123,114,Home,5.58,Unsecured,No,7,11,0.44,0
4601,Female,25,Single,2,Graduate,Employed,Salaried,Own,Suburban,129046,3167,806,2,31351,25133,0,23687,186,Education,7.83,Unsecured,No,6,19,0.61,1
4602,Male,37,Married,3,Postgraduate,Unemployed,Professional,Own,Suburban,31851,2001,328,1,13016,14166,0,11779,237,Home,6.17,Secured,No,7,16,0.77,0
4603,Female,59,Single,1,High School,Unemployed,Freelancer,Own,Rural,20346,2057,465,2,2717,3912,0,5162,70,Personal,14.76,Secured,Yes,2,12,0.63,0
4604,Female,42,Single,0,High School,Employed,Freelancer,Other,Urban,102856,3497,730,2,30297,17556,0,28125,22,Home,8.02,Secured,Yes,0,18,0.02,1
4605,Female,33,Married,2,High School,Employed,Freelancer,Rent,Urban,40111,4515,547,1,39048,7160,1,9570,233,Home,13.88,Secured,Yes,1,11,0.24,0
4606,Male,68,Single,1,Postgraduate,Self-Employed,Business,Own,Urban,40445,3672,599,0,33989,22132,0,10902,48,Education,13.27,Unsecured,Yes,0,25,0.24,0
4607,Female,65,Married,1,Graduate,Unemployed,Professional,Rent,Urban,69792,3297,405,2,29062,4044,0,20405,226,Home,8.31,Secured,Yes,7,19,0.95,0
4608,Male,27,Married,3,Graduate,Unemployed,Salaried,Own,Urban,116652,1051,743,0,47904,3437,0,22485,121,Education,6.58,Secured,Yes,6,23,0.28,0
4609,Male,56,Single,2,High School,Employed,Salaried,Rent,Urban,45256,2207,424,0,27974,9244,0,13336,14,Home,14.61,Secured,No,9,6,0.38,0
4610,Male,30,Divorced,2,Graduate,Employed,Professional,Other,Urban,110742,879,745,2,2622,14773,1,21919,61,Home,5.35,Unsecured,Yes,7,22,0.43,1
4611,Female,35,Married,1,High School,Employed,Freelancer,Own,Rural,96688,2721,751,0,42308,3092,0,27748,153,Vehicle,14.26,Secured,Yes,8,28,0.78,1
4612,Female,29,Single,1,High School,Employed,Salaried,Rent,Urban,81662,557,750,0,9752,9066,1,22698,225,Home,5.1,Secured,No,4,21,0.18,1
4613,Female,33,Single,0,Postgraduate,Self-Employed,Business,Rent,Suburban,106834,3613,736,1,42528,26674,1,30975,129,Vehicle,11.08,Secured,No,9,7,0.57,1
4614,Male,28,Single,1,Postgraduate,Employed,Freelancer,Rent,Suburban,88632,3002,722,0,45410,27027,0,21933,29,Education,5.14,Secured,No,2,13,0.45,0
4615,Male,36,Divorced,1,Graduate,Employed,Business,Rent,Rural,60684,4371,778,2,2808,14235,0,20000,232,Home,14.43,Secured,Yes,5,20,0.16,1
4616,Female,34,Single,0,Postgraduate,Employed,Business,Other,Suburban,50862,3704,849,2,43158,7398,0,20000,23,Personal,11.05,Unsecured,Yes,1,11,0.41,1
4617,Male,52,Divorced,3,High School,Employed,Salaried,Rent,Urban,26121,596,500,0,24311,12724,0,9610,96,Home,3.76,Secured,Yes,6,26,0.18,0
4618,Male,56,Married,3,Postgraduate,Self-Employed,Freelancer,Own,Urban,30992,3280,526,2,43301,2118,1,5610,62,Home,9.64,Secured,No,2,22,0.32,0
4619,Male,26,Married,3,Graduate,Employed,Salaried,Rent,Urban,98152,1952,717,0,42953,832,1,26509,115,Vehicle,10.35,Unsecured,No,8,8,0.05,1
4620,Male,48,Single,2,Graduate,Employed,Freelancer,Own,Suburban,54057,2826,483,0,12243,1978,1,19741,167,Home,4.2,Unsecured,No,6,21,0.99,0
4621,Male,57,Single,0,Graduate,Employed,Business,Own,Urban,43073,1740,344,1,1268,1821,0,11689,195,Home,7.65,Unsecured,No,6,12,0.47,0
4622,Female,62,Married,2,Graduate,Employed,Professional,Own,Urban,22290,1999,355,2,24025,12842,0,5928,210,Vehicle,4.03,Secured,Yes,9,7,0.63,0
4623,Female,39,Married,0,High School,Unemployed,Professional,Rent,Suburban,130115,2676,787,2,46888,16268,0,31580,220,Home,4.61,Secured,Yes,7,17,0.48,1
4624,Female,25,Married,1,Graduate,Self-Employed,Business,Rent,Suburban,96084,2659,712,2,2932,29959,1,21148,147,Vehicle,4.51,Secured,No,1,12,0.55,0
4625,Female,19,Single,3,High School,Self-Employed,Business,Own,Urban,64905,1602,596,2,3178,12244,0,7793,155,Personal,7.24,Secured,Yes,8,22,0.55,0
4626,Female,42,Single,0,Graduate,Employed,Freelancer,Own,Urban,100092,4494,713,0,18925,28044,0,25203,38,Education,13.54,Unsecured,Yes,6,23,0.61,1
4627,Male,48,Single,3,Postgraduate,Employed,Freelancer,Own,Urban,133807,3585,844,2,43569,22208,0,24324,202,Home,7.31,Unsecured,No,3,21,0.34,1
4628,Male,43,Married,3,High School,Self-Employed,Freelancer,Own,Urban,69282,3934,824,2,16548,23955,0,20673,144,Vehicle,5.53,Unsecured,No,9,15,0.71,1
4629,Female,31,Single,2,Graduate,Employed,Professional,Other,Suburban,125852,4121,729,0,31899,28817,1,32766,69,Personal,8.97,Unsecured,No,6,23,0.37,1
4630,Female,46,Married,2,Postgraduate,Unemployed,Professional,Rent,Rural,58197,4751,716,2,21723,14429,0,20000,155,Home,13.3,Unsecured,No,6,12,0.74,1
4631,Female,26,Married,2,High School,Unemployed,Professional,Own,Urban,120733,1005,786,1,40261,359,0,31023,194,Education,6.17,Secured,Yes,6,7,0.65,1
4632,Female,40,Single,0,Postgraduate,Self-Employed,Freelancer,Rent,Urban,95308,1316,834,0,39321,9703,0,20669,233,Vehicle,6.42,Unsecured,Yes,5,29,0.71,1
4633,Male,42,Single,3,Postgraduate,Employed,Business,Other,Suburban,26340,4798,363,2,17055,2371,0,7036,20,Home,13.59,Unsecured,No,6,11,0.52,0
4634,Female,33,Single,3,Graduate,Unemployed,Professional,Other,Urban,34963,1709,471,1,28811,28990,0,9645,121,Home,4.71,Secured,Yes,0,16,0.95,0
4635,Male,49,Single,3,Graduate,Employed,Salaried,Rent,Urban,142425,2181,755,2,31521,23554,0,35876,168,Education,8.74,Unsecured,Yes,7,28,0.42,1
4636,Female,40,Married,3,Graduate,Self-Employed,Freelancer,Own,Suburban,38508,605,310,2,1456,17446,1,10085,194,Vehicle,8.86,Secured,Yes,0,23,0.63,0
4637,Male,28,Married,0,Graduate,Employed,Salaried,Own,Rural,140821,3980,752,1,2122,2479,1,28685,140,Home,7.07,Unsecured,Yes,3,18,0.84,1
4638,Female,41,Single,1,Postgraduate,Self-Employed,Business,Own,Suburban,61841,1452,831,2,9243,26968,1,20000,127,Education,10.02,Secured,No,4,22,0.75,1
4639,Male,31,Married,1,High School,Employed,Business,Own,Rural,64188,654,484,2,15913,27075,0,7953,195,Vehicle,6.47,Secured,No,3,23,0.32,0
4640,Female,57,Single,2,Graduate,Self-Employed,Professional,Own,Suburban,61349,1078,426,2,46288,23835,1,14950,217,Vehicle,8.76,Secured,Yes,8,7,0.89,0
4641,Male,26,Single,1,High School,Employed,Professional,Rent,Rural,53405,2665,526,2,34920,11342,0,7359,213,Home,14.19,Secured,No,5,24,0.36,0
4642,Female,32,Single,2,High School,Employed,Freelancer,Rent,Suburban,56080,3245,701,1,22277,28384,1,20000,154,Personal,13.37,Unsecured,No,1,12,0.48,1
4643,Female,48,Married,0,Postgraduate,Employed,Business,Rent,Urban,25492,4185,537,1,14458,19430,1,6892,27,Personal,7.38,Unsecured,Yes,0,6,0.29,0
4644,Male,42,Married,0,High School,Employed,Freelancer,Own,Urban,127646,2478,845,0,34761,12586,0,34240,56,Personal,12.43,Unsecured,Yes,2,26,0.84,1
4645,Male,24,Married,1,Postgraduate,Employed,Professional,Own,Urban,50899,2224,584,2,28780,12992,0,6593,162,Vehicle,10.69,Secured,Yes,1,27,0.8,0
4646,Female,62,Divorced,1,Postgraduate,Unemployed,Salaried,Own,Rural,27955,956,533,1,13582,9871,0,6808,203,Home,5.93,Unsecured,No,7,22,0.63,0
4647,Female,25,Married,3,High School,Employed,Professional,Own,Urban,56095,1722,731,2,1166,12006,1,20000,114,Personal,10.24,Secured,Yes,4,5,0.95,1
4648,Male,45,Single,2,Postgraduate,Employed,Professional,Other,Urban,79801,1473,753,2,4224,18779,0,22788,56,Education,13.38,Secured,Yes,8,29,0.1,0
4649,Male,46,Married,0,High School,Employed,Salaried,Own,Urban,67571,1468,462,1,12939,12270,0,18620,150,Home,4.76,Secured,No,4,20,0.33,0
4650,Male,32,Single,3,Postgraduate,Employed,Professional,Own,Suburban,72986,3092,729,0,40748,2430,0,20843,194,Vehicle,9.94,Unsecured,Yes,7,12,0.99,1
4651,Female,33,Single,3,Postgraduate,Unemployed,Salaried,Own,Suburban,50043,2170,774,2,1525,28933,0,20000,84,Personal,14.21,Unsecured,Yes,8,11,0.24,1
4652,Male,36,Married,0,Graduate,Unemployed,Professional,Rent,Urban,59831,2498,477,1,18620,17715,0,17971,46,Education,8.6,Secured,No,5,27,0.88,0
4653,Female,48,Married,0,High School,Employed,Freelancer,Own,Suburban,76002,1916,786,1,17910,28427,0,21554,87,Personal,10.23,Unsecured,No,5,8,0.84,0
4654,Male,64,Married,3,High School,Unemployed,Freelancer,Own,Urban,30704,4442,347,2,30582,29033,1,5115,171,Home,4.33,Unsecured,No,0,15,0.6,0
4655,Male,27,Single,2,Postgraduate,Self-Employed,Freelancer,Own,Urban,89963,3908,726,0,33535,7960,0,20518,25,Personal,13.48,Secured,No,5,13,0.6,1
